reactionId	parameterId	parameterScale	lowerBound	upperBound	nominalValue	estimate
vTL83	kTL83_2	lin	100	100	100	0
vTL84	kTL84_1	lin	0.03608434	0.03608434	0.03608434	0
vTL84	kTL84_2	lin	100	100	100	0
vTL85	kTL85_1	lin	0.2077922	0.2077922	0.2077922	0
vTL85	kTL85_2	lin	100	100	100	0
vTL86	kTL86_1	lin	1.012784	1.012784	1.012784	0
vTL86	kTL86_2	lin	100	100	100	0
vTL87	kTL87_1	lin	0.002217992	0.002217992	0.002217992	0
vTL87	kTL87_2	lin	100	100	100	0
vTL88	kTL88_1	lin	0.06589921	0.06589921	0.06589921	0
vTL88	kTL88_2	lin	100	100	100	0
vTL89	kTL89_1	lin	0.03871855	0.03871855	0.03871855	0
vTL89	kTL89_2	lin	100	100	100	0
vTL90	kTL90_1	lin	0.2384683	0.2384683	0.2384683	0
vTL90	kTL90_2	lin	100	100	100	0
vTL91	kTL91_1	lin	0.407612	0.407612	0.407612	0
vTL91	kTL91_2	lin	100	100	100	0
vTL92	kTL92_1	lin	0.000811183	0.000811183	0.000811183	0
vTL92	kTL92_2	lin	100	100	100	0
vTL93	kTL93_1	lin	0.1455156	0.1455156	0.1455156	0
vTL93	kTL93_2	lin	100	100	100	0
vTL94	kTL94_1	lin	0.007642617	0.007642617	0.007642617	0
vTL94	kTL94_2	lin	100	100	100	0
vTL95	kTL95_1	lin	0.02037869	0.02037869	0.02037869	0
vTL95	kTL95_2	lin	100	100	100	0
vTL96	kTL96_1	lin	0.1264408	0.1264408	0.1264408	0
vTL96	kTL96_2	lin	100	100	100	0
vTL97	kTL97_1	lin	0.000684513	0.000684513	0.000684513	0
vTL97	kTL97_2	lin	100	100	100	0
vTL98	kTL98_1	lin	0.3941679	0.3941679	0.3941679	0
vTL98	kTL98_2	lin	100	100	100	0
vTL99	kTL99_1	lin	0.1648827	0.1648827	0.1648827	0
vTL99	kTL99_2	lin	100	100	100	0
vTL100	kTL100_1	lin	39.40506	39.40506	39.40506	0
vTL100	kTL100_2	lin	100	100	100	0
vTL101	kTL101_1	lin	5.20533	5.20533	5.20533	0
vTL101	kTL101_2	lin	100	100	100	0
vTL102	kTL102_1	lin	0.000657728	0.000657728	0.000657728	0
vTL102	kTL102_2	lin	100	100	100	0
vTL103	kTL103_1	lin	0.7378095	0.7378095	0.7378095	0
vTL103	kTL103_2	lin	100	100	100	0
vTL104	kTL104_1	lin	0.180917	0.180917	0.180917	0
vTL104	kTL104_2	lin	100	100	100	0
vTL105	kTL105_1	lin	0.122997	0.122997	0.122997	0
vTL105	kTL105_2	lin	100	100	100	0
vTL106	kTL106_1	lin	0.01636325	0.01636325	0.01636325	0
vTL106	kTL106_2	lin	100	100	100	0
vTL107	kTL107_1	lin	0.4239369	0.4239369	0.4239369	0
vTL107	kTL107_2	lin	100	100	100	0
vTL108	kTL108_1	lin	0.3710793	0.3710793	0.3710793	0
vTL108	kTL108_2	lin	100	100	100	0
vTL109	kTL109_1	lin	0.001418598	0.001418598	0.001418598	0
vTL109	kTL109_2	lin	100	100	100	0
vTL111	kTL111_1	lin	0.007713443	0.007713443	0.007713443	0
vTL111	kTL111_2	lin	100	100	100	0
vTL112	kTL112_1	lin	0.006884487	0.006884487	0.006884487	0
vTL112	kTL112_2	lin	100	100	100	0
vTL113	kTL113_1	lin	0.006884487	0.006884487	0.006884487	0
vTL113	kTL113_2	lin	100	100	100	0
vTL114	kTL114_1	lin	0.08877329	0.08877329	0.08877329	0
vTL114	kTL114_2	lin	100	100	100	0
vTL115	kTL115_1	lin	0.0749669	0.0749669	0.0749669	0
vTL115	kTL115_2	lin	100	100	100	0
vTL116	kTL116_1	lin	0.6472173	0.6472173	0.6472173	0
vTL116	kTL116_2	lin	100	100	100	0
vTL117	kTL117_1	lin	0.0877117	0.0877117	0.0877117	0
vTL117	kTL117_2	lin	100	100	100	0
vTL118	kTL118_1	lin	0.03933951	0.03933951	0.03933951	0
vTL118	kTL118_2	lin	100	100	100	0
vTL119	kTL119_1	lin	0.1285295	0.1285295	0.1285295	0
vTL119	kTL119_2	lin	100	100	100	0
vTL120	kTL120_1	lin	0.3704438	0.3704438	0.3704438	0
vTL120	kTL120_2	lin	100	100	100	0
vTL121	kTL121_1	lin	0.1502261	0.1502261	0.1502261	0
vTL121	kTL121_2	lin	100	100	100	0
vTL122	kTL122_1	lin	0.0557306	0.0557306	0.0557306	0
vTL122	kTL122_2	lin	100	100	100	0
vTL123	kTL123_1	lin	0.06125023	0.06125023	0.06125023	0
vTL123	kTL123_2	lin	100	100	100	0
vTL124	kTL124_1	lin	0.009427201	0.009427201	0.009427201	0
vTL124	kTL124_2	lin	100	100	100	0
vTL125	kTL125_1	lin	0.01236526	0.01236526	0.01236526	0
vTL125	kTL125_2	lin	100	100	100	0
vTL126	kTL126_1	lin	0.001518757	0.001518757	0.001518757	0
vTL126	kTL126_2	lin	100	100	100	0
vTL127	kTL127_1	lin	0.001835863	0.001835863	0.001835863	0
vTL127	kTL127_2	lin	100	100	100	0
vTL128	kTL128_1	lin	0.001835863	0.001835863	0.001835863	0
vTL128	kTL128_2	lin	100	100	100	0
vTL129	kTL129_1	lin	0.07122388	0.07122388	0.07122388	0
vTL129	kTL129_2	lin	100	100	100	0
vTL130	kTL130_1	lin	0.07122388	0.07122388	0.07122388	0
vTL130	kTL130_2	lin	100	100	100	0
vTL131	kTL131_1	lin	0.1190007	0.1190007	0.1190007	0
vTL131	kTL131_2	lin	100	100	100	0
vTL132	kTL132_1	lin	0.005799864	0.005799864	0.005799864	0
vTL132	kTL132_2	lin	100	100	100	0
vTL133	kTL133_1	lin	0.113843	0.113843	0.113843	0
vTL133	kTL133_2	lin	100	100	100	0
vTL134	kTL134_1	lin	0.07122388	0.07122388	0.07122388	0
vTL134	kTL134_2	lin	100	100	100	0
vTL135	kTL135_1	lin	0.07122388	0.07122388	0.07122388	0
vTL135	kTL135_2	lin	100	100	100	0
vTL136	kTL136_1	lin	0.01450361	0.01450361	0.01450361	0
vTL136	kTL136_2	lin	100	100	100	0
vTL137	kTL137_1	lin	0.07574784	0.07574784	0.07574784	0
vTL137	kTL137_2	lin	100	100	100	0
vTL138	kTL138_1	lin	0.04751087	0.04751087	0.04751087	0
vTL138	kTL138_2	lin	100	100	100	0
vTL139	kTL139_1	lin	0.2023389	0.2023389	0.2023389	0
vTL139	kTL139_2	lin	100	100	100	0
vTL140	kTL140_1	lin	0.01397178	0.01397178	0.01397178	0
vTL140	kTL140_2	lin	100	100	100	0
vTL141	kTL141_1	lin	0.07122388	0.07122388	0.07122388	0
vTL141	kTL141_2	lin	100	100	100	0
vTLCd1	kvTLCd1	0
vTLCd2	kvTLCd2	0
vTLCd3	kvTLCd3	0
vTLCd4	kvTLCd4	7.70E-05
vTLCd5	kvTLCd5	5.54E-06
vTLCd6	kvTLCd6	5.60E-06
vTLCd7	kvTLCd7	0
vTLCd8	kvTLCd8	0.00026019
vTLCd9	kvTLCd9	6.03E-06
vTLCd10	kvTLCd10	1.21E-05
vTLCd11	kvTLCd11	0
vTLCd12	kvTLCd12	0
vTLCd13	kvTLCd13	0
vTLCd14	kvTLCd14	0
vTLCd15	kvTLCd15	0
vTLCd16	kvTLCd16	0
vTLCd17	kvTLCd17	0
vTLCd18	kvTLCd18	0
vTLCd19	kvTLCd19	0
vTLCd20	kvTLCd20	0
vTLCd21	kvTLCd21	0
vTLCd22	kvTLCd22	0
vTLCd23	kvTLCd23	0
vTLCd24	kvTLCd24	0
vTLCd25	kvTLCd25	0
vTLCd26	kvTLCd26	0
vTLCd27	kvTLCd27	0
vTLCd28	kvTLCd28	2.69E-06
vTLCd29	kvTLCd29	0.000192541
vTLCd30	kvTLCd30	2.34E-06
vTLCd31	kvTLCd31	2.86E-05
vTLCd32	kvTLCd32	2.33E-06
vTLCd33	kvTLCd33	5.32E-07
vTLCd34	kvTLCd34	2.86E-05
vTLCd35	kvTLCd35	2.50E-06
vTLCd36	kvTLCd36	2.83E-06
vTLCd37	kvTLCd37	0.000121963
vTLCd38	kvTLCd38	2.47E-06
vTLCd39	kvTLCd39	1.32E-06
vTLCd40	kvTLCd40	2.10E-06
vTLCd41	kvTLCd41	6.06E-06
vTLCd42	kvTLCd42	2.34E-06
vTLCd43	kvTLCd43	9.25E-06
vTLCd44	kvTLCd44	2.75E-05
vTLCd45	kvTLCd45	0.000128361
vTLCd46	kvTLCd46	6.42E-05
vTLCd47	kvTLCd47	0
vTLCd48	kvTLCd48	0
vTLCd49	kvTLCd49	0
vTLCd50	kvTLCd50	0
vTLCd51	kvTLCd51	0
vTLCd52	kvTLCd52	0
vTLCd53	kvTLCd53	0
vTLCd54	kvTLCd54	1.51E-05
vTLCd55	kvTLCd55	1.04E-05
vTLCd56	kvTLCd56	1.23E-05
vTLCd57	kvTLCd57	0
vTLCd58	kvTLCd58	0
vTLCd59	kvTLCd59	6.55E-06
vTLCd60	kvTLCd60	6.42E-05
vTLCd61	kvTLCd61	6.55E-06
vTLCd62	kvTLCd62	6.55E-06
vTLCd63	kvTLCd63	2.87E-05
vTLCd64	kvTLCd64	5.82E-05
vTLCd65	kvTLCd65	9.63E-05
vTLCd66	kvTLCd66	6.51E-06
vTLCd67	kvTLCd67	1.12E-05
vTLCd68	kvTLCd68	6.22E-06
vTLCd69	kvTLCd69	4.81E-06
vTLCd70	kvTLCd70	4.39E-06
vTLCd71	kvTLCd71	8.99E-06
vTLCd72	kvTLCd72	6.78E-06
vTLCd73	kvTLCd73	6.86E-06
vTLCd74	kvTLCd74	2.49E-06
vTLCd75	kvTLCd75	9.62E-06
vTLCd76	kvTLCd76	9.62E-06
vTLCd77	kvTLCd77	2.22E-06
vTLCd78	kvTLCd78	0.000256721
vTLCd79	kvTLCd79	3.23E-06
vTLCd80	kvTLCd80	0.000256721
vTLCd81	kvTLCd81	0.000256721
vTLCd82	kvTLCd82	8.89E-05
vTLCd83	kvTLCd83	0.000385082
vTLCd84	kvTLCd84	1.34E-05
vTLCd85	kvTLCd85	1.45E-06
vTLCd86	kvTLCd86	5.75E-06
vTLCd87	kvTLCd87	7.01E-06
vTLCd88	kvTLCd88	7.24E-06
vTLCd89	kvTLCd89	5.16E-06
vTLCd90	kvTLCd90	5.85E-06
vTLCd91	kvTLCd91	3.68E-06
vTLCd92	kvTLCd92	5.35E-06
vTLCd93	kvTLCd93	3.18E-06
vTLCd94	kvTLCd94	5.93E-07
vTLCd95	kvTLCd95	3.43E-06
vTLCd96	kvTLCd96	4.15E-06
vTLCd97	kvTLCd97	8.40E-06
vTLCd98	kvTLCd98	2.55E-05
vTLCd99	kvTLCd99	6.41E-06
vTLCd100	kvTLCd100	3.03E-05
vTLCd101	kvTLCd101	5.00E-06
vTLCd102	kvTLCd102	1.67E-06
vE1	kvE1	0.001
vE2	kvE2	0.1
vE3	kE3	lin	0.000210658	0.000210658	0.000210658	0
vE4	kvE4	1.67E-06
vE5	kvE5	1.67E-06
vD1	kvD1	0
vD2	kD2	lin	1.39E-06	1.39E-06	1.39E-06	0
vD3	kD3_1	lin	0.0005	0.0005	0.0005	0
vD3	kD3_2	lin	0.002777778	0.002777778	0.002777778	0
vD3	kD3_3	lin	4	4	4	0
vD3	kD3_4	lin	1000	1000	1000	0
vD4	kD4	lin	3.89E-08	3.89E-08	3.89E-08	0
vD5	kD5	lin	0.000555556	0.000555556	0.000555556	0
vD6	kD6	lin	3.89E-07	3.89E-07	3.89E-07	0
vD7	kvD7	0
vD8	kvD8	0
vD9	kD9	lin	1.39E-07	1.39E-07	1.39E-07	0
vD10	kD10	lin	2.78E-08	2.78E-08	2.78E-08	0
vD11	kD11	lin	0.000277778	0.000277778	0.000277778	0
vD12	kvD12	0
vD13	kD13	lin	0.000194444	0.000194444	0.000194444	0
vD14	kD14_1	lin	2.777778	2.777778	2.777778	0
vD14	kD14_2	lin	20	20	20	0
vD14	kD14_3	lin	2	2	2	0
vD15	kD15_1	lin	0.01388889	0.01388889	0.01388889	0
vD15	kD15_2	lin	4	4	4	0
vD15	kD15_3	lin	200	200	200	0
vD16	kD16	lin	0.002083333	0.002083333	0.002083333	0
vD17	kD17_1	lin	1.25	1.25	1.25	0
vD17	kD17_2	lin	20	20	20	0
vD17	kD17_3	lin	2	2	2	0
vD18	kD18	lin	0.002083333	0.002083333	0.002083333	0
vD19	kD19	lin	122.2128	122.2128	122.2128	0
vD20	kD20	lin	122.2128	122.2128	122.2128	0
vD21	kD21	lin	211.0104	211.0104	211.0104	0
vD22	kD22	lin	211.0104	211.0104	211.0104	0
vD23	kD23	lin	12.88008	12.88008	12.88008	0
vD24	kD24	lin	12.88008	12.88008	12.88008	0
vD25	kD25	lin	1213.38	1213.38	1213.38	0
vD26	kD26	lin	1213.38	1213.38	1213.38	0
vD27	kD27	lin	48.5856	48.5856	48.5856	0
vD28	kD28	lin	48.5856	48.5856	48.5856	0
vD29	kD29	lin	111.3804	111.3804	111.3804	0
vD30	kD30	lin	111.3804	111.3804	111.3804	0
vD31	kD31	lin	15.28632	15.28632	15.28632	0
vD32	kD32	lin	15.28632	15.28632	15.28632	0
vD33	kD33	lin	291.9924	291.9924	291.9924	0
vD34	kD34	lin	291.9924	291.9924	291.9924	0
vD35	kD35	lin	363.348	363.348	363.348	0
vD36	kD36	lin	363.348	363.348	363.348	0
vD37	kD37	lin	478.62	478.62	478.62	0
vD38	kD38	lin	478.62	478.62	478.62	0
vD39	kD39	lin	289.3572	289.3572	289.3572	0
vD40	kD40	lin	289.3572	289.3572	289.3572	0
vD41	kD41	lin	440.892	440.892	440.892	0
vD42	kD42	lin	440.892	440.892	440.892	0
vD43	kD43	lin	594.792	594.792	594.792	0
vD44	kD44	lin	594.792	594.792	594.792	0
vD45	kD45	lin	357.246	357.246	357.246	0
vD46	kD46	lin	357.246	357.246	357.246	0
vD47	kD47	lin	490.644	490.644	490.644	0
vD48	kD48	lin	490.644	490.644	490.644	0
vD49	kD49	lin	1026.18	1026.18	1026.18	0
vD50	kD450	lin	1026.18	1026.18	1026.18	0
vD51	kD51	lin	380.7	380.7	380.7	0
vD52	kD52	lin	380.7	380.7	380.7	0
vD53	kD53	lin	238.6764	238.6764	238.6764	0
vD54	kD54	lin	238.6764	238.6764	238.6764	0
vD55	kD55	lin	399.312	399.312	399.312	0
vD56	kD56	lin	399.312	399.312	399.312	0
vD57	kD57	lin	152.7624	152.7624	152.7624	0
vD58	kD58	lin	152.7624	152.7624	152.7624	0
vD59	kD59	lin	0	0	0	0
vD60	kD60	lin	0	0	0	0
vD61	kD61	lin	0	0	0	0
vD62	kD62	lin	0	0	0	0
vD63	kD63	lin	5.00E-05	5.00E-05	5.00E-05	0
vD64	kD64	lin	1.00E-05	1.00E-05	1.00E-05	0
vD65	kD65	lin	1.00E-05	1.00E-05	1.00E-05	0
vD66	kD66_1	lin	1.00E-06	1.00E-06	1.00E-06	0
vD66	kD66_2	lin	0.005	0.005	0.005	0
vD66	kD66_3	lin	0	0	0	0
vD66	kD66_4	lin	5000	5000	5000	0
vD66	kD66_5	lin	5	5	5	0
vD66	kD66_6	lin	20	20	20	0
vC1	kC1	lin	0	0	0	0
vC2	kvC2	2.36E-06
vC3	kvC3	0.002361111
vC4	kC4_1	lin	0.01038889	0.01038889	0.01038889	0
vC4	kC4_2	lin	10	10	10	0
vC5	kC5_1	lin	0.9444444	0.9444444	0.9444444	0
vC5	kC5_2	lin	10	10	10	0
vC6	kvC6	4.72E-05
vC7	kC7_1	lin	0.004722222	0.004722222	0.004722222	0
vC7	kC7_2	lin	10	10	10	0
vC8	kC8_1	lin	0.9444444	0.9444444	0.9444444	0
vC8	kC8_2	lin	10	10	10	0
vC9	kvC9	1.18E-06
vC10	kvC10	0.002361111
vC11	kvC11	0.000283333
vC12	kvC12	0.000188889
vC13	kvC13	0
vC14	kC14_1	lin	0.01888889	0.01888889	0.01888889	0
vC14	kc14_2	lin	500	500	500	0
vC15	kC15_1	lin	0.3541667	0.3541667	0.3541667	0
vC15	kC15_2	lin	500	500	500	0
vC16	kvC16	9.44E-06
vC17	kvC17	0.005194444
vC18	kvC18	0
vC19	kC19_1	lin	8.26E-06	8.26E-06	8.26E-06	0
vC19	kC19_2	lin	150	150	150	0
vC20	kvC20	0.000472222
vC21	kC21_1	lin	2.361111	2.361111	2.361111	0
vC21	kC21_2	lin	10	10	10	0
vC22	kvC22	2.36E-05
vC23	kC23_1	lin	0.09444444	0.09444444	0.09444444	0
vC23	kC23_2	lin	10	10	10	0
vC24	kC24_1	lin	0.4722222	0.4722222	0.4722222	0
vC24	kC24_2	lin	10	10	10	0
vC25	kvC25	7.08E-06
vC26	kvC26	0.000708333
vC27	kvC27	0
vC28	kC28_1	lin	9.44E-06	9.44E-06	9.44E-06	0
vC28	kC28_2	lin	200	200	200	0
vC29	kvC29	0.000472222
vC30	kC30_1	lin	1.416667	1.416667	1.416667	0
vC30	kC30_2	lin	200	200	200	0
vC30	kC30_3	lin	10	10	10	0
vC31	kC31_1	lin	0.006611111	0.006611111	0.006611111	0
vC31	kC31_2	lin	50	50	50	0
vC31	kC31_3	lin	10	10	10	0
vC32	kC32_1	lin	0.009444444	0.009444444	0.009444444	0
vC32	kC32_2	lin	10	10	10	0
vC33	kvC33	9.44E-06
vC34	kvC34	0.000472222
vC35	kvC35	0
vC36	kC36_1	lin	0.5194444	0.5194444	0.5194444	0
vC36	k36_2	lin	50	50	50	0
vC36	kC36_3	lin	40	40	40	0
vC37	kvC37	2.36E-05
vC38	kvC38	0
vC39	kC39_1	lin	0.3777778	0.3777778	0.3777778	0
vC39	kC39_2	lin	1	1	1	0
vC39	kC39_3	lin	0.01	0.01	0.01	0
vC39	kC39_4	lin	10	10	10	0
vC40	kC40_1	lin	0.02361111	0.02361111	0.02361111	0
vC40	kC40_2	lin	25	25	25	0
vC40	kC40_3	lin	10	10	10	0
vC41	kvC41	0.000708333
vC42	kvC42	0.000354167
vC43	kvC43	0
vC44	kC44_1	lin	9.44E-06	9.44E-06	9.44E-06	0
vC44	kC44_2	lin	200	200	200	0
vC45	kvC45	0.000472222
vC46	kC46_1	lin	1.180556	1.180556	1.180556	0
vC46	kC46_2	lin	110	110	110	0
vC46	kC46_3	lin	200	200	200	0
